delivery_distance,order_quantity_lbs,average_unit_cost_lbs,packaging,total_delivery_cost,markup_percentage,order_date,customer_id,product_id,warehouse_id,ship_via
582.95,44020.0,0.1,BULK,2098.62,0.08,2021-12-13 00:00:00+00:00,C121,P1,W2,S2
148.47,43100.0,0.06,BULK,512.22,0.51,2019-12-17 00:00:00+00:00,C24,P1,W2,S2
24.31,14900.0,0.04,BULK,27.35,3.99,2017-10-03 00:00:00+00:00,C29,P1,W4,S2
16.69,44720.0,0.07,BULK,55.08,0.22,2018-10-12 00:00:00+00:00,C47,P1,W1,S1
10.19,2880.0,0.86,-MDRM,2.2,0.11,2019-05-02 00:00:00+00:00,C154,P2,W13,S3
7.72,43300.0,0.08,BULK,26.58,0.29,2021-08-19 00:00:00+00:00,C92,P1,W14,S2
50.51,1080.0,1.2,-MDRM,4.09,0.11,2019-09-27 00:00:00+00:00,C17,P2,W10,S3
16.69,44940.0,0.06,BULK,55.08,0.3,2017-10-09 00:00:00+00:00,C47,P1,W1,S1
66.83,40920.0,0.08,BULK,225.55,0.87,2021-05-28 00:00:00+00:00,C28,P1,W2,S2
75.62,1440.0,1.06,-MDRM,8.17,0.11,2017-05-11 00:00:00+00:00,C60,P2,W4,S3
10.66,44800.0,0.05,BULK,36.78,0.37,2017-12-18 00:00:00+00:00,C40,P1,W2,S2
112.44,45800.0,0.06,BULK,379.48,0.26,2020-03-03 00:00:00+00:00,C20,P1,W3,S2
45.78,45220.0,0.06,BULK,157.94,1.82,2017-11-10 00:00:00+00:00,C97,P1,W16,S2
13.19,18520.0,0.06,BULK,18.16,1.33,2021-01-27 00:00:00+00:00,C13,P1,W2,S2
36.92,360.0,1.5,-MDRM,1.0,0.11,2018-12-13 00:00:00+00:00,C58,P2,W15,S3
47.43,44520.0,0.05,BULK,163.63,0.51,2017-04-17 00:00:00+00:00,C19,P1,W2,S2
9.81,360.0,1.17,-MDRM,0.26,0.11,2017-02-15 00:00:00+00:00,C183,P2,W15,S3
4.05,1440.0,1.08,-MDRM,0.44,0.11,2022-09-06 00:00:00+00:00,C33,P2,W12,S3
13.19,42860.0,0.14,BULK,45.51,0.39,2022-10-17 00:00:00+00:00,C13,P1,W2,S2
56.76,6300.0,0.1,BULK,26.05,1.62,2021-11-29 00:00:00+00:00,C149,P1,W16,S2
153.89,42550.0,0.07,BULK,519.38,0.21,2019-08-09 00:00:00+00:00,C79,P1,W4,S2
14.6,5700.0,0.09,BULK,6.7,3.78,2021-11-19 00:00:00+00:00,C50,P1,W16,S2
18.14,44300.0,0.05,BULK,62.58,0.73,2017-01-10 00:00:00+00:00,C175,P1,W2,S2
47.28,33660.0,0.06,BULK,119.36,1.08,2021-05-17 00:00:00+00:00,C14,P1,W11,S2
158.35,44620.0,0.05,BULK,534.43,0.44,2021-01-11 00:00:00+00:00,C84,P1,W3,S2
269.05,44600.0,0.06,BULK,926.2,0.56,2020-05-20 00:00:00+00:00,C2,P1,W2,S2
0.0,45340.0,0.09,BULK,0.0,0.36,2022-04-04 00:00:00+00:00,C1,P1,W1,S1
101.32,2160.0,1.31,-MDRM,16.41,0.1,2021-11-10 00:00:00+00:00,C541,P2,W9,S3
54.63,45060.0,0.75,BULK,184.38,0.06,2018-10-10 00:00:00+00:00,C37,P4,W3,S2
16.69,45220.0,0.12,BULK,56.33,0.42,2022-06-28 00:00:00+00:00,C47,P1,W1,S2
9.2,1800.0,1.42,-MDRM,1.24,0.11,2018-05-18 00:00:00+00:00,C240,P2,W5,S3
47.43,39940.0,0.07,BULK,163.63,0.5,2018-09-11 00:00:00+00:00,C19,P1,W2,S2
111.97,44120.0,0.05,BULK,365.05,2.06,2020-02-17 00:00:00+00:00,C155,P3,W12,S2
6.16,360.0,2.93,-MDRM,0.17,0.11,2021-12-10 00:00:00+00:00,C368,P2,W7,S3
50.51,720.0,1.2,-MDRM,2.73,0.11,2017-01-26 00:00:00+00:00,C17,P2,W10,S3
86.24,2880.0,0.71,-MDRM,18.63,0.1,2019-03-13 00:00:00+00:00,C56,P2,W17,S3
0.0,1440.0,1.27,-MDRM,0.0,0.11,2018-04-02 00:00:00+00:00,C307,P2,W4,S6
0.0,44980.0,0.07,BULK,0.0,0.27,2019-06-24 00:00:00+00:00,C1,P1,W1,S1
24.31,15240.0,0.04,BULK,27.35,3.43,2017-11-02 00:00:00+00:00,C29,P1,W4,S2
66.83,44740.0,0.09,BULK,225.55,0.72,2021-09-10 00:00:00+00:00,C28,P1,W2,S2
5.72,2880.0,1.72,-MDRM,1.24,0.11,2021-01-21 00:00:00+00:00,C103,P2,W13,S3
54.63,45040.0,0.89,BULK,184.38,0.05,2021-10-12 00:00:00+00:00,C37,P4,W3,S2
55.6,1440.0,1.14,-MDRM,6.0,1.08,2022-03-25 00:00:00+00:00,C38,P2,W17,S3
4.23,1080.0,0.83,-MDRM,0.34,0.11,2018-07-24 00:00:00+00:00,C485,P2,W10,S3
18.87,720.0,1.53,-MDRM,1.02,0.11,2021-03-04 00:00:00+00:00,C63,P2,W3,S3
75.62,1440.0,1.06,-MDRM,8.17,0.11,2019-04-29 00:00:00+00:00,C60,P2,W4,S3
21.83,360.0,1.66,-MDRM,0.59,0.11,2020-02-27 00:00:00+00:00,C129,P2,W21,S3
0.0,45160.0,0.06,BULK,0.0,0.29,2016-12-05 00:00:00+00:00,C1,P1,W1,S1
40.77,44160.0,0.07,BULK,143.71,0.29,2021-10-21 00:00:00+00:00,C34,P1,W1,S2
16.69,42880.0,0.06,BULK,55.08,0.32,2016-10-03 00:00:00+00:00,C47,P1,W1,S1
12.27,46260.0,0.06,BULK,42.24,0.71,2019-11-05 00:00:00+00:00,C32,P1,W16,S2
13.19,43400.0,0.06,BULK,45.51,0.27,2018-01-12 00:00:00+00:00,C13,P1,W2,S2
60.38,360.0,1.8,-MDRM,1.63,0.11,2018-05-31 00:00:00+00:00,C42,P2,W12,S3
66.83,43440.0,0.11,BULK,225.55,1.47,2022-05-13 00:00:00+00:00,C28,P1,W2,S2
131.51,36140.0,0.08,BULK,381.12,0.29,2018-05-30 00:00:00+00:00,C171,P3,W3,S2
24.31,14970.0,0.07,BULK,27.35,2.02,2019-09-30 00:00:00+00:00,C29,P1,W4,S2
130.23,44320.0,0.16,BULK,439.53,1.0,2022-07-26 00:00:00+00:00,C567,P1,W14,S2
148.47,44820.0,0.06,BULK,512.22,0.78,2020-06-24 00:00:00+00:00,C24,P1,W2,S2
14.35,360.0,1.25,-MDRM,0.39,0.11,2021-06-28 00:00:00+00:00,C132,P2,W25,S3
67.45,43620.0,0.16,BULK,232.7,0.12,2022-06-03 00:00:00+00:00,C6,P1,W8,S2
14.6,2620.0,0.14,BULK,6.7,3.08,2022-10-07 00:00:00+00:00,C50,P1,W16,S2
50.51,1080.0,1.32,-MDRM,4.09,0.11,2017-11-30 00:00:00+00:00,C17,P2,W10,S3
153.89,44520.0,0.07,BULK,519.38,0.21,2019-03-13 00:00:00+00:00,C79,P1,W4,S2
60.38,360.0,2.03,-MDRM,1.63,0.11,2019-08-20 00:00:00+00:00,C42,P2,W12,S3
0.0,45020.0,0.13,BULK,0.0,0.24,2022-11-03 00:00:00+00:00,C1,P1,W1,S1
54.63,45780.0,0.51,BULK,184.38,0.07,2020-02-05 00:00:00+00:00,C37,P4,W3,S10
55.6,720.0,1.22,-MDRM,3.0,0.11,2018-07-13 00:00:00+00:00,C38,P2,W17,S3
6.19,720.0,0.81,-MDRM,0.33,0.11,2019-05-09 00:00:00+00:00,C5,P2,W5,S3
47.28,25940.0,0.06,BULK,113.47,1.49,2020-05-01 00:00:00+00:00,C14,P1,W11,S2
148.47,44480.0,0.06,BULK,512.22,0.77,2020-07-08 00:00:00+00:00,C24,P1,W2,S2
195.49,44730.0,0.07,BULK,659.78,1.0,2018-12-04 00:00:00+00:00,C4,P1,W4,S2
76.65,360.0,0.91,-MDRM,2.07,1.03,2022-12-16 00:00:00+00:00,C96,P2,W10,S3
15.42,5760.0,0.71,-MDRM,6.66,0.11,2019-07-12 00:00:00+00:00,C226,P2,W3,S3
25.49,720.0,1.02,-MDRM,1.38,0.37,2022-09-15 00:00:00+00:00,C568,P2,W11,S3
20.21,2880.0,0.9,-MDRM,4.37,1.18,2022-11-30 00:00:00+00:00,C27,P2,W15,S3
54.63,40100.0,0.73,BULK,163.89,0.07,2018-02-26 00:00:00+00:00,C37,P4,W3,S5
,31760.0,0.05,BULK,,,2017-10-17 00:00:00+00:00,C41,P3,W15,S6
60.38,360.0,1.91,-MDRM,1.63,0.11,2019-04-25 00:00:00+00:00,C42,P2,W12,S3
3.76,10080.0,0.97,-MDRM,2.84,0.11,2021-02-01 00:00:00+00:00,C569,P2,W5,S3
136.86,41860.0,0.06,BULK,461.9,0.33,2018-10-24 00:00:00+00:00,C88,P1,W3,S2
10.38,360.0,1.7,-MDRM,0.28,0.11,2019-11-13 00:00:00+00:00,C212,P2,W13,S3
18.87,360.0,1.53,-MDRM,0.51,0.11,2019-03-08 00:00:00+00:00,C63,P2,W3,S3
54.63,45260.0,1.08,BULK,184.38,0.05,2021-03-04 00:00:00+00:00,C37,P4,W3,S2
0.0,14460.0,0.07,BULK,0.0,3.99,2019-08-08 00:00:00+00:00,C272,P1,W8,S2
54.63,30320.0,0.52,BULK,122.92,0.06,2020-03-04 00:00:00+00:00,C37,P4,W3,S2
18.14,720.0,1.35,-MDRM,0.98,0.11,2017-04-27 00:00:00+00:00,C114,P2,W12,S3
191.27,28800.0,0.69,-MDRM,413.14,0.17,2022-06-26 00:00:00+00:00,C200,P2,W15,S3
70.18,4320.0,1.81,-MDRM,22.74,0.11,2020-05-19 00:00:00+00:00,C394,P2,W4,S3
0.0,45040.0,0.07,BULK,0.0,0.3,2020-05-04 00:00:00+00:00,C1,P1,W1,S1
13.19,42680.0,0.07,BULK,45.51,0.4,2018-10-29 00:00:00+00:00,C13,P1,W2,S2
10.06,2880.0,0.77,-MDRM,2.17,0.11,2018-08-06 00:00:00+00:00,C95,P2,W3,S3
18.14,44880.0,0.07,BULK,62.58,0.65,2021-02-26 00:00:00+00:00,C175,P1,W2,S2
7.78,5760.0,0.74,-MDRM,3.36,0.11,2022-10-04 00:00:00+00:00,C161,P2,W5,S3
45.2,360.0,0.76,-MDRM,1.22,0.11,2022-10-31 00:00:00+00:00,C570,P2,W3,S3
56.76,4960.0,0.07,BULK,19.54,2.66,2020-04-30 00:00:00+00:00,C149,P1,W16,S2
127.57,9660.0,0.04,BULK,92.42,2.87,2017-08-14 00:00:00+00:00,C155,P3,W22,S2
0.0,43080.0,0.06,BULK,0.0,0.23,2018-05-30 00:00:00+00:00,C375,P1,W2,S2
,360.0,0.68,-MDRM,,,2019-12-09 00:00:00+00:00,C414,P2,W20,S3
32.39,1440.0,1.24,-MDRM,3.5,0.11,2018-04-16 00:00:00+00:00,C18,P2,W13,S3
111.82,720.0,1.05,-MDRM,6.04,0.1,2020-09-15 00:00:00+00:00,C35,P2,W15,S3
116.89,1440.0,0.67,-MDRM,12.62,0.18,2016-12-28 00:00:00+00:00,C205,P2,W4,S3
44.97,360.0,0.92,-MDRM,1.21,0.11,2020-02-24 00:00:00+00:00,C421,P2,W9,S3
195.49,44820.0,0.04,BULK,659.78,2.0,2017-10-18 00:00:00+00:00,C4,P1,W4,S2
46.12,360.0,1.74,-MDRM,1.25,0.11,2017-02-13 00:00:00+00:00,C99,P2,W3,S3
13.19,44680.0,0.09,BULK,45.51,0.19,2021-12-29 00:00:00+00:00,C13,P1,W2,S2
86.96,47660.0,0.07,BULK,300.01,0.2,2019-08-13 00:00:00+00:00,C46,P1,W16,S2
20.21,2880.0,1.16,-MDRM,4.37,0.84,2022-01-12 00:00:00+00:00,C27,P2,W15,S3
177.63,44540.0,0.06,BULK,599.5,0.66,2016-11-29 00:00:00+00:00,C193,P1,W1,S1
0.0,1440.0,1.31,-MDRM,0.0,0.11,2018-09-07 00:00:00+00:00,C339,P2,W10,S3
17.06,1080.0,1.18,-MDRM,1.38,0.11,2019-04-11 00:00:00+00:00,C128,P2,W21,S3
13.19,45160.0,0.06,BULK,45.51,0.32,2021-01-07 00:00:00+00:00,C13,P1,W2,S2
29.83,360.0,1.22,-MDRM,0.81,0.11,2021-11-16 00:00:00+00:00,C178,P2,W4,S3
25.19,720.0,1.73,-MDRM,1.36,0.11,2019-03-15 00:00:00+00:00,C81,P2,W15,S3
66.29,1080.0,1.42,-MDRM,5.37,0.11,2017-02-06 00:00:00+00:00,C564,P2,W7,S3
28.3,43640.0,0.13,BULK,95.51,0.88,2022-04-18 00:00:00+00:00,C85,P1,W8,S2
4.05,720.0,0.76,-MDRM,0.22,0.11,2019-02-22 00:00:00+00:00,C52,P2,W12,S3
6.98,2880.0,1.03,-MDRM,1.51,0.11,2020-03-19 00:00:00+00:00,C122,P2,W11,S3
91.49,360.0,1.33,-MDRM,2.47,0.11,2020-01-24 00:00:00+00:00,C356,P2,W9,S3
57.8,720.0,1.16,-MDRM,3.12,0.11,2019-12-17 00:00:00+00:00,C55,P2,W6,S3
0.0,28140.0,0.12,BULK,0.0,0.29,2022-08-23 00:00:00+00:00,C1,P1,W1,S1
54.63,44660.0,0.66,BULK,184.38,0.07,2017-08-14 00:00:00+00:00,C37,P4,W3,S8
13.19,45580.0,0.07,BULK,45.51,0.4,2019-01-25 00:00:00+00:00,C13,P1,W2,S2
66.83,45760.0,0.07,BULK,230.56,0.68,2019-04-11 00:00:00+00:00,C28,P1,W2,S2
47.43,44940.0,0.05,BULK,163.63,0.48,2017-03-13 00:00:00+00:00,C19,P1,W2,S2
148.47,45500.0,0.09,BULK,512.22,0.85,2022-01-31 00:00:00+00:00,C24,P1,W2,S2
17.2,360.0,1.07,-MDRM,0.46,0.11,2018-01-09 00:00:00+00:00,C346,P2,W13,S3
54.63,45220.0,0.59,BULK,184.38,0.08,2019-04-09 00:00:00+00:00,C37,P4,W3,S2
114.16,44220.0,0.05,BULK,393.85,0.43,2016-11-07 00:00:00+00:00,C6,P1,W2,S2
47.28,37460.0,0.05,BULK,134.75,1.47,2019-08-01 00:00:00+00:00,C14,P1,W11,S2
45.78,48880.0,0.06,BULK,157.94,1.9,2016-10-18 00:00:00+00:00,C97,P1,W16,S2
6.19,720.0,0.62,-MDRM,0.33,0.11,2020-01-15 00:00:00+00:00,C5,P2,W5,S3
130.41,360.0,1.91,-MDRM,3.52,0.11,2021-03-17 00:00:00+00:00,C571,P2,W15,S3
60.38,360.0,1.68,-MDRM,1.63,0.11,2017-10-12 00:00:00+00:00,C42,P2,W12,S3
40.77,45320.0,0.06,BULK,137.6,0.68,2018-02-09 00:00:00+00:00,C34,P1,W1,S1
11.25,720.0,0.72,-MDRM,0.61,0.11,2019-10-24 00:00:00+00:00,C269,P2,W15,S3
18.14,720.0,1.44,-MDRM,0.98,0.11,2020-12-31 00:00:00+00:00,C114,P2,W12,S3
125.85,48000.0,0.05,BULK,471.94,1.34,2021-01-22 00:00:00+00:00,C31,P3,W12,S2
22.95,8980.0,0.1,BULK,16.63,3.02,2017-11-09 00:00:00+00:00,C146,P3,W2,S2
7.97,360.0,2.03,-MDRM,0.22,0.11,2021-11-23 00:00:00+00:00,C190,P2,W12,S3
158.35,43980.0,0.13,BULK,534.43,0.71,2022-10-24 00:00:00+00:00,C84,P1,W3,S2
22.73,44000.0,0.04,BULK,75.01,2.5,2016-10-07 00:00:00+00:00,C49,P3,W22,S2
191.27,28800.0,0.63,-MDRM,413.14,0.09,2018-12-11 00:00:00+00:00,C200,P2,W15,S3
47.28,32900.0,0.14,BULK,116.66,0.69,2022-11-29 00:00:00+00:00,C14,P1,W11,S2
15.42,1440.0,0.81,-MDRM,1.67,0.11,2018-11-08 00:00:00+00:00,C226,P2,W3,S3
13.19,44160.0,0.07,BULK,45.51,0.43,2019-05-15 00:00:00+00:00,C13,P1,W2,S2
0.0,45180.0,0.06,BULK,0.0,0.39,2017-10-02 00:00:00+00:00,C1,P1,W1,S1
62.91,360.0,1.12,-MDRM,1.7,0.11,2017-03-28 00:00:00+00:00,C76,P2,W5,S3
135.66,45000.0,0.16,BULK,457.85,0.48,2022-12-22 00:00:00+00:00,C168,P1,W12,S2
40.77,45000.0,0.06,BULK,137.6,0.55,2017-02-15 00:00:00+00:00,C34,P1,W1,S1
0.0,44700.0,0.06,BULK,0.0,0.37,2017-08-25 00:00:00+00:00,C1,P1,W1,S1
14.21,720.0,0.54,+MDRM,0.77,1.34,2016-11-07 00:00:00+00:00,C135,P2,W7,S3
57.87,2160.0,1.11,-MDRM,9.37,0.54,2022-07-26 00:00:00+00:00,C165,P2,W25,S11
66.83,45080.0,0.06,BULK,225.55,1.25,2020-11-16 00:00:00+00:00,C28,P1,W2,S2
14.6,6760.0,0.1,BULK,6.7,3.49,2021-12-03 00:00:00+00:00,C50,P1,W16,S2
112.44,42300.0,0.07,BULK,379.48,0.19,2019-04-02 00:00:00+00:00,C20,P1,W3,S2
46.12,360.0,2.55,-MDRM,1.25,0.11,2020-12-09 00:00:00+00:00,C99,P2,W3,S3
202.99,43160.0,0.08,BULK,685.09,0.85,2018-04-19 00:00:00+00:00,C36,P1,W4,S2
14.6,4820.0,0.09,BULK,6.7,3.99,2021-11-12 00:00:00+00:00,C50,P1,W16,S2
65.2,720.0,1.62,-MDRM,3.52,0.11,2020-08-19 00:00:00+00:00,C144,P2,W3,S3
32.83,720.0,0.98,-MDRM,1.77,0.11,2020-03-20 00:00:00+00:00,C108,P2,W3,S3
158.35,44800.0,0.14,BULK,534.43,0.62,2022-11-15 00:00:00+00:00,C84,P1,W3,S2
12.27,46660.0,0.07,BULK,42.24,0.62,2018-10-16 00:00:00+00:00,C32,P1,W16,S2
54.63,30320.0,0.86,BULK,122.92,0.07,2022-03-09 00:00:00+00:00,C37,P4,W3,S2
7.97,360.0,1.35,-MDRM,0.22,0.11,2017-08-30 00:00:00+00:00,C370,P2,W12,S3
12.6,360.0,1.33,-MDRM,0.34,0.11,2019-11-07 00:00:00+00:00,C59,P2,W13,S3
74.91,39940.0,0.07,BULK,214.9,1.64,2019-10-02 00:00:00+00:00,C279,P1,W16,S2
54.63,22580.0,0.89,BULK,184.38,0.06,2022-04-20 00:00:00+00:00,C37,P4,W3,S2
47.48,360.0,1.24,-MDRM,1.28,0.11,2019-08-16 00:00:00+00:00,C406,P2,W4,S3
120.64,44480.0,0.07,BULK,415.3,0.32,2019-03-14 00:00:00+00:00,C94,P1,W4,S2
35.05,1080.0,0.77,-MDRM,2.84,0.11,2017-11-01 00:00:00+00:00,C514,P2,W13,S3
66.83,41180.0,0.07,BULK,230.56,0.51,2018-09-24 00:00:00+00:00,C28,P1,W2,S2
37.24,2880.0,1.18,-MDRM,8.04,0.11,2020-03-10 00:00:00+00:00,C362,P2,W17,S3
16.69,45440.0,0.07,BULK,56.33,0.21,2021-01-18 00:00:00+00:00,C47,P1,W1,S2
,360.0,0.68,-MDRM,,,2019-12-17 00:00:00+00:00,C414,P2,W20,S3
14.6,3380.0,0.1,BULK,6.7,3.52,2021-09-20 00:00:00+00:00,C50,P1,W16,S2
54.63,44920.0,0.56,BULK,184.38,0.08,2019-08-28 00:00:00+00:00,C37,P4,W3,S8
50.23,360.0,1.22,-MDRM,1.36,0.11,2021-12-08 00:00:00+00:00,C572,P2,W21,S3
14.6,6940.0,0.06,BULK,6.7,3.99,2018-01-16 00:00:00+00:00,C50,P1,W16,S2
17.2,360.0,1.36,-MDRM,0.46,0.11,2019-05-17 00:00:00+00:00,C346,P2,W13,S3
132.38,1080.0,1.27,-MDRM,10.72,0.33,2022-06-02 00:00:00+00:00,C43,P2,W12,S3
62.47,44300.0,0.05,BULK,210.84,0.78,2020-05-18 00:00:00+00:00,C79,P1,W3,S2
18.14,44300.0,0.06,BULK,62.58,0.8,2020-07-07 00:00:00+00:00,C175,P1,W2,S2
14.6,6560.0,0.06,BULK,6.7,3.99,2018-07-30 00:00:00+00:00,C50,P1,W16,S2
10.06,2880.0,0.76,-MDRM,2.17,0.11,2020-03-02 00:00:00+00:00,C95,P2,W3,S3
10.66,44480.0,0.05,BULK,36.78,0.64,2016-09-08 00:00:00+00:00,C194,P1,W2,S2
,31700.0,0.04,BULK,,,2017-10-09 00:00:00+00:00,C41,P3,W15,S6
75.62,1440.0,1.06,-MDRM,8.17,0.11,2019-01-27 00:00:00+00:00,C60,P2,W4,S3
0.0,13040.0,0.17,BULK,0.0,2.72,2022-06-28 00:00:00+00:00,C272,P1,W8,S2
148.47,44780.0,0.1,BULK,512.22,0.83,2022-02-23 00:00:00+00:00,C24,P1,W2,S2
73.91,43860.0,0.07,BULK,249.45,1.15,2019-01-28 00:00:00+00:00,C36,P1,W3,S2
24.31,14810.0,0.07,BULK,27.35,2.14,2018-07-13 00:00:00+00:00,C29,P1,W4,S2
6.19,720.0,0.79,-MDRM,0.33,0.11,2017-04-25 00:00:00+00:00,C5,P2,W5,S3
0.0,48300.0,0.15,BULK,0.0,0.09,2022-11-28 00:00:00+00:00,C1,P1,W1,S1
32.78,2880.0,0.68,-MDRM,7.08,0.11,2019-01-14 00:00:00+00:00,C11,P2,W11,S3
18.14,44160.0,0.07,BULK,62.58,0.48,2019-01-14 00:00:00+00:00,C175,P1,W2,S2
7.97,1440.0,1.42,-MDRM,0.86,0.11,2019-03-05 00:00:00+00:00,C323,P2,W12,S3
55.6,720.0,1.22,-MDRM,3.0,0.11,2018-03-09 00:00:00+00:00,C38,P2,W17,S3
32.78,720.0,0.62,-MDRM,6.2,0.11,2019-04-29 00:00:00+00:00,C11,P2,W11,S3
6.19,720.0,0.9,-MDRM,0.33,0.11,2018-03-22 00:00:00+00:00,C5,P2,W5,S3
43.65,6600.0,0.07,BULK,22.92,3.99,2021-04-05 00:00:00+00:00,C75,P1,W2,S2
1.21,47200.0,0.05,BULK,4.08,1.33,2018-02-09 00:00:00+00:00,C206,P1,W14,S2
36.92,360.0,1.98,-MDRM,1.0,0.11,2020-07-09 00:00:00+00:00,C58,P2,W15,S3
15.3,1440.0,1.55,-MDRM,1.65,0.11,2020-07-22 00:00:00+00:00,C211,P2,W10,S3
47.43,43160.0,0.06,BULK,163.63,0.69,2020-01-07 00:00:00+00:00,C19,P1,W2,S2
9.57,360.0,1.47,-MDRM,0.26,0.11,2020-07-17 00:00:00+00:00,C551,P2,W28,S3
10.66,42940.0,0.06,BULK,36.78,0.16,2018-05-30 00:00:00+00:00,C40,P1,W2,S2
45.78,45440.0,0.06,BULK,157.94,1.01,2021-02-23 00:00:00+00:00,C97,P1,W16,S2
44.93,36560.0,0.08,BULK,121.31,0.7,2018-04-20 00:00:00+00:00,C153,P3,W3,S2
166.81,33900.0,0.09,BULK,424.11,0.91,2018-08-10 00:00:00+00:00,C41,P3,W12,S6
86.96,47820.0,0.06,BULK,300.01,0.64,2016-11-02 00:00:00+00:00,C46,P1,W16,S2
47.28,30140.0,0.06,BULK,113.47,1.49,2020-05-26 00:00:00+00:00,C14,P1,W11,S2
14.6,5300.0,0.05,BULK,5.03,3.99,2017-10-16 00:00:00+00:00,C163,P1,W16,S2
46.12,360.0,1.23,-MDRM,1.25,1.95,2021-12-29 00:00:00+00:00,C99,P2,W3,S3
47.43,44480.0,0.05,BULK,163.63,0.46,2017-01-03 00:00:00+00:00,C19,P1,W2,S2
15.38,1080.0,2.67,-MDRM,1.25,0.11,2019-01-31 00:00:00+00:00,C162,P2,W4,S3
65.2,360.0,1.38,-MDRM,1.76,0.11,2019-10-31 00:00:00+00:00,C144,P2,W3,S11
3.28,720.0,0.6,+MDRM,0.18,0.54,2016-10-18 00:00:00+00:00,C573,P2,W3,S3
18.14,17320.0,0.06,BULK,24.49,3.99,2019-11-12 00:00:00+00:00,C120,P1,W2,S2
24.78,360.0,2.22,-MDRM,0.67,0.11,2019-09-12 00:00:00+00:00,C71,P2,W20,S3
18.14,44020.0,0.06,BULK,62.58,0.82,2020-07-30 00:00:00+00:00,C175,P1,W2,S2
0.0,23620.0,0.07,BULK,0.0,0.31,2020-07-02 00:00:00+00:00,C1,P1,W1,S1
29.83,360.0,1.3,-MDRM,0.81,0.11,2022-05-12 00:00:00+00:00,C178,P2,W4,S3
16.69,45480.0,0.1,BULK,56.33,0.62,2022-05-24 00:00:00+00:00,C47,P1,W1,S2
12.27,45520.0,0.06,BULK,42.33,0.55,2018-01-15 00:00:00+00:00,C32,P1,W16,S2
35.12,45300.0,0.06,BULK,118.53,0.68,2018-01-19 00:00:00+00:00,C34,P1,W1,S1
22.73,44000.0,0.04,BULK,75.01,1.72,2017-04-19 00:00:00+00:00,C49,P3,W22,S2
,1440.0,1.2,-MDRM,,,2017-11-16 00:00:00+00:00,C446,P2,W5,S3
45.78,46140.0,0.07,BULK,157.94,0.7,2019-01-22 00:00:00+00:00,C97,P1,W16,S2
14.6,4300.0,0.09,BULK,6.7,3.49,2021-06-29 00:00:00+00:00,C50,P1,W16,S2
13.19,43260.0,0.06,BULK,45.51,0.63,2019-09-26 00:00:00+00:00,C13,P1,W2,S2
54.63,30140.0,0.6,BULK,143.4,0.06,2019-03-25 00:00:00+00:00,C37,P4,W3,S2
15.42,1440.0,0.65,-MDRM,1.67,0.11,2016-12-21 00:00:00+00:00,C226,P2,W3,S3
162.86,720.0,1.19,-MDRM,8.79,0.63,2021-12-16 00:00:00+00:00,C382,P2,W10,S4
148.47,43440.0,0.07,BULK,512.22,0.28,2019-06-20 00:00:00+00:00,C24,P1,W2,S2
23.66,720.0,1.22,-MDRM,1.28,0.11,2021-07-16 00:00:00+00:00,C248,P2,W20,S3
7.97,1440.0,1.25,-MDRM,0.86,0.11,2017-12-06 00:00:00+00:00,C93,P2,W12,S3
17.2,360.0,2.05,-MDRM,0.46,0.11,2019-03-20 00:00:00+00:00,C98,P2,W13,S3
,1440.0,0.94,-MDRM,,,2020-03-20 00:00:00+00:00,C414,P2,W20,S3
7.72,30220.0,0.07,BULK,17.72,0.4,2021-07-19 00:00:00+00:00,C92,P1,W14,S2
7.78,8640.0,0.83,-MDRM,5.04,0.11,2020-12-23 00:00:00+00:00,C161,P2,W5,S3
0.0,14860.0,0.07,BULK,0.0,3.99,2020-02-27 00:00:00+00:00,C272,P1,W8,S2
148.47,45540.0,0.06,BULK,512.22,0.51,2021-02-03 00:00:00+00:00,C24,P1,W2,S2
9.2,2160.0,1.2,-MDRM,1.49,0.11,2017-07-14 00:00:00+00:00,C240,P2,W5,S3
46.12,360.0,3.09,-MDRM,1.25,0.11,2021-03-24 00:00:00+00:00,C99,P2,W3,S3
177.63,45600.0,0.06,BULK,599.5,0.75,2017-03-20 00:00:00+00:00,C193,P1,W1,S1
26.52,720.0,0.69,-MDRM,1.43,0.17,2020-01-30 00:00:00+00:00,C439,P2,W5,S3
23.66,360.0,0.91,-MDRM,0.64,0.11,2017-03-06 00:00:00+00:00,C90,P2,W13,S3
137.18,44040.0,0.13,BULK,462.98,0.29,2022-08-11 00:00:00+00:00,C417,P1,W3,S2
0.0,14960.0,0.07,BULK,0.0,3.99,2020-11-17 00:00:00+00:00,C272,P1,W8,S2
18.14,43460.0,0.15,BULK,62.58,0.24,2022-08-25 00:00:00+00:00,C175,P1,W2,S2
16.69,43660.0,0.06,BULK,55.08,0.32,2016-11-02 00:00:00+00:00,C47,P1,W1,S1
54.63,43720.0,0.89,BULK,184.38,0.06,2022-07-20 00:00:00+00:00,C37,P4,W3,S2
60.38,360.0,2.03,-MDRM,1.63,0.11,2019-11-07 00:00:00+00:00,C42,P2,W12,S3
40.77,45560.0,0.06,BULK,137.6,0.76,2017-11-22 00:00:00+00:00,C34,P1,W1,S1
55.6,720.0,1.22,-MDRM,3.0,0.11,2019-03-01 00:00:00+00:00,C38,P2,W17,S3
109.28,360.0,0.94,-MDRM,2.95,0.16,2020-03-17 00:00:00+00:00,C574,P2,W29,S3
